TIMESTAMP;RSSI NO ANTENNA;RSSI ANTENNA PCB;RSSI ANTENNA 3D;AVERAGE NO;AVERAGE PCB;AVERAGE 3D;ORIENTATION_X;ORIENTATION_Y;ORIENTATION_Z;
14:19:22:373;0;-69;0;0;-68;0;-1,043;-1,517;1,737;
14:19:22:528;0;0;-68;0;0;-66;-0,840;-1,537;1,927;
14:19:22:838;0;0;-67;0;0;-66;-0,910;-1,535;1,854;
14:19:22:993;0;-68;0;0;-68;0;-1,170;-1,520;1,598;
14:19:23:152;0;0;-68;0;0;-67;-1,656;-1,517;1,116;
14:19:23:303;0;-67;0;0;-68;0;-0,799;-1,510;1,970;
14:19:23:458;0;0;-68;0;0;-67;-0,869;-1,549;1,889;
14:19:23:613;0;-68;0;0;-68;0;-1,181;-1,513;1,595;
14:19:23:768;0;0;-68;0;0;-67;-0,939;-1,533;1,826;
14:19:24:240;0;-67;0;0;-68;0;-1,089;-1,534;1,678;
14:19:24:388;0;0;-67;0;0;-67;-0,898;-1,517;1,873;
14:19:25:014;0;0;-67;0;0;-67;-0,795;-1,524;1,962;
14:19:25:163;0;-67;0;0;-68;0;-0,869;-1,524;1,894;
14:19:25:321;0;0;-67;0;0;-67;-1,043;-1,522;1,722;
14:19:25:473;0;-67;0;0;-68;0;-1,110;-1,534;1,649;
14:19:25:631;0;0;-68;0;0;-67;-0,824;-1,521;1,939;
14:19:25:783;0;-66;0;0;-68;0;-0,611;-1,529;2,141;
14:19:25:938;0;0;-67;0;0;-67;-1,032;-1,521;1,729;
14:19:26:093;0;-66;0;0;-67;0;-1,011;-1,531;1,746;
14:19:26:249;0;0;-67;0;0;-67;-0,634;-1,515;2,126;
14:19:26:403;0;-66;0;0;-67;0;-0,987;-1,531;1,773;
14:19:26:558;0;0;-67;0;0;-67;-1,080;-1,527;1,683;
14:19:26:713;0;-66;0;0;-67;0;-1,156;-1,530;1,605;
14:19:26:868;0;0;-67;0;0;-67;-0,951;-1,525;1,811;
14:19:27:352;0;-66;0;0;-67;0;-1,052;-1,532;1,710;
14:19:27:488;0;0;-68;0;0;-67;-1,055;-1,522;1,712;
14:19:27:643;0;-68;0;0;-67;0;-0,516;-1,527;2,240;
14:19:27:798;0;0;-67;0;0;-67;-1,073;-1,526;1,691;
14:19:27:953;0;-67;0;0;-67;0;-1,061;-1,529;1,700;
14:19:28:108;0;0;-68;0;0;-67;-0,797;-1,522;1,959;
14:19:28:263;0;-67;0;0;-67;0;-0,730;-1,529;2,022;
14:19:28:418;0;0;-68;0;0;-67;-1,080;-1,524;1,677;
14:19:28:573;0;-67;0;0;-67;0;-0,915;-1,533;1,839;
14:19:28:728;0;0;-67;0;0;-67;-0,833;-1,522;1,927;
14:19:28:883;0;-67;0;0;-67;0;-0,892;-1,531;1,866;
14:19:29:038;0;0;-67;0;0;-67;-0,955;-1,523;1,811;
14:19:29:511;0;-67;0;0;-67;0;-1,020;-1,535;1,735;
14:19:29:984;0;0;-68;0;0;-67;-0,781;-1,530;1,934;
14:19:30:123;0;-67;0;0;-67;0;-1,264;-1,529;1,440;
14:19:30:277;0;0;-68;0;0;-67;-0,964;-1,518;1,723;
14:19:30:436;0;-68;0;0;-67;0;-0,347;-1,522;2,320;
14:19:30:588;0;0;-69;0;0;-67;-1,099;-1,517;1,571;
14:19:30:743;0;-68;0;0;-67;0;-0,458;-1,526;2,189;
14:19:30:898;0;0;-69;0;0;-67;-0,901;-1,518;1,751;
14:19:31:053;0;-68;0;0;-67;0;-0,938;-1,527;1,705;
14:19:31:208;0;0;-70;0;0;-67;-0,934;-1,537;1,701;
14:19:31:363;0;-68;0;0;-67;0;-0,908;-1,509;1,740;
14:19:31:518;0;0;-69;0;0;-67;-0,562;-1,530;2,072;
14:19:31:673;0;-67;0;0;-67;0;-0,946;-1,513;1,700;
14:19:31:827;0;0;-69;0;0;-67;-0,885;-1,541;1,752;
14:19:32:306;0;-68;0;0;-67;0;-0,670;-1,524;1,966;
14:19:32:448;0;0;-69;0;0;-67;-0,942;-1,520;1,698;
14:19:32:602;0;-68;0;0;-67;0;-0,843;-1,534;1,790;
14:19:32:758;0;0;-69;0;0;-68;-0,885;-1,517;1,757;
14:19:32:913;0;-68;0;0;-67;0;-0,683;-1,526;1,952;
14:19:33:068;0;0;-70;0;0;-68;-0,863;-1,522;1,774;
14:19:33:223;0;-67;0;0;-67;0;-0,911;-1,529;1,726;
14:19:33:378;0;0;-69;0;0;-68;-0,850;-1,526;1,784;
14:19:33:532;0;-67;0;0;-67;0;-0,789;-1,519;1,845;
14:19:33:688;0;0;-70;0;0;-68;-0,754;-1,527;1,880;
14:19:33:843;0;-68;0;0;-67;0;-0,957;-1,521;1,679;
14:19:33:999;0;0;-69;0;0;-68;-0,849;-1,531;1,786;
14:19:35:238;0;0;-70;0;0;-68;-0,946;-1,522;1,693;
14:19:35:392;0;-68;0;0;-67;0;-0,789;-1,530;1,840;
14:19:35:548;0;0;-70;0;0;-68;-0,860;-1,520;1,776;
14:19:35:702;0;-68;0;0;-67;0;-0,696;-1,527;1,935;
14:19:35:861;0;0;-70;0;0;-68;-0,823;-1,522;1,809;
14:19:36:012;0;-69;0;0;-67;0;-0,763;-1,528;1,868;
14:19:36:167;0;0;-70;0;0;-69;-0,882;-1,521;1,752;
14:19:36:322;0;-68;0;0;-67;0;-0,835;-1,524;1,798;
14:19:36:477;0;0;-70;0;0;-69;-0,900;-1,525;1,734;
14:19:36:632;0;-68;0;0;-67;0;-0,804;-1,525;1,824;
14:19:36:787;0;0;-70;0;0;-69;-0,800;-1,526;1,830;
14:19:37:420;0;0;-71;0;0;-69;-0,804;-1,526;1,827;
14:19:37:562;0;-68;0;0;-67;0;-0,863;-1,526;1,770;
14:19:37:717;0;0;-70;0;0;-69;-0,861;-1,524;1,775;
14:19:37:873;0;-68;0;0;-67;0;-0,729;-1,522;1,907;
14:19:38:027;0;0;-70;0;0;-69;-0,831;-1,521;1,804;
14:19:38:182;0;-69;0;0;-67;0;-0,901;-1,527;1,730;
14:19:38:337;0;0;-71;0;0;-69;-0,783;-1,526;1,635;
14:19:38:492;0;-68;0;0;-67;0;-0,592;-1,525;1,779;
14:19:38:647;0;0;-71;0;0;-69;-0,508;-1,522;1,839;
14:19:38:802;0;-68;0;0;-67;0;-0,558;-1,526;1,816;
14:19:38:957;0;0;-70;0;0;-69;-0,710;-1,528;1,674;
14:19:39:112;0;-68;0;0;-67;0;-0,610;-1,526;1,770;
14:19:39:285;0;0;-71;0;0;-69;-0,456;-1,523;1,924;
14:19:39:733;0;-68;0;0;-67;0;-0,627;-1,527;1,762;
14:19:39:887;0;0;-70;0;0;-70;-0,589;-1,523;1,804;
14:19:40:046;0;-68;0;0;-67;0;-0,572;-1,521;1,821;
14:19:40:197;0;0;-70;0;0;-70;-0,614;-1,528;1,780;
14:19:40:352;0;-69;0;0;-68;0;-0,677;-1,526;1,704;
14:19:40:507;0;0;-71;0;0;-70;-0,536;-1,526;1,838;
14:19:40:662;0;-69;0;0;-68;0;-0,463;-1,520;1,913;
14:19:40:817;0;0;-71;0;0;-70;-0,566;-1,523;1,814;
14:19:40:972;0;-69;0;0;-68;0;-0,712;-1,526;1,670;
14:19:41:127;0;0;-71;0;0;-70;-0,547;-1,526;1,827;
14:19:41:282;0;-69;0;0;-68;0;-0,460;-1,527;1,905;
14:19:41:437;0;0;-70;0;0;-70;-0,616;-1,523;1,758;
14:19:42:084;0;0;-71;0;0;-70;-0,655;-1,525;1,735;
14:19:42:212;0;-69;0;0;-68;0;-0,613;-1,528;1,780;
14:19:42:367;0;0;-71;0;0;-70;-0,575;-1,525;1,822;
14:19:42:522;0;-69;0;0;-68;0;-0,615;-1,525;1,787;
14:19:42:677;0;0;-70;0;0;-70;-0,632;-1,524;1,762;
14:19:42:832;0;-69;0;0;-68;0;-0,579;-1,527;1,800;
14:19:42:987;0;0;-70;0;0;-70;-0,571;-1,524;1,809;
14:19:43:142;0;-68;0;0;-68;0;-0,513;-1,525;1,859;
14:19:43:298;0;0;-70;0;0;-70;-0,567;-1,526;1,808;
14:19:43:452;0;-69;0;0;-68;0;-0,617;-1,525;1,755;
14:19:43:607;0;0;-71;0;0;-70;-0,546;-1,524;1,829;
14:19:43:762;0;-69;0;0;-68;0;-0,596;-1,522;1,786;
14:19:44:241;0;0;-70;0;0;-70;-0,567;-1,526;1,819;
14:19:44:382;0;-68;0;0;-68;0;-0,804;-1,522;1,600;
14:19:45:007;0;-72;0;0;-68;0;0,013;-1,516;2,284;
14:19:45:157;0;0;-71;0;0;-70;-0,984;-1,526;1,290;
14:19:45:312;0;-71;0;0;-68;0;-0,231;-1,524;1,946;
14:19:45:467;0;0;-70;0;0;-70;-0,360;-1,510;1,784;
14:19:45:622;0;-70;0;0;-68;0;-0,121;-1,511;1,966;
14:19:45:777;0;0;-69;0;0;-70;-0,224;-1,513;1,842;
14:19:45:932;0;-69;0;0;-68;0;-0,766;-1,537;1,299;
14:19:46:087;0;0;-68;0;0;-70;-0,514;-1,541;1,525;
14:19:46:242;0;-68;0;0;-68;0;-0,316;-1,512;1,724;
14:19:46:397;0;0;-69;0;0;-70;0,008;-1,506;2,027;
14:19:46:552;0;-69;0;0;-69;0;-0,203;-1,508;1,838;
14:19:46:710;0;0;-68;0;0;-70;-0,290;-1,530;1,756;
14:19:46:862;0;-68;0;0;-69;0;-0,654;-1,535;1,404;
14:19:47:328;0;0;-68;0;0;-69;-0,145;-1,506;1,877;
14:19:47:482;0;-69;0;0;-69;0;-0,226;-1,523;1,811;
14:19:47:637;0;0;-68;0;0;-69;-0,613;-1,532;1,444;
14:19:47:792;0;-69;0;0;-69;0;-0,339;-1,531;1,708;
14:19:47:947;0;0;-69;0;0;-69;-0,236;-1,515;1,814;
14:19:48:102;0;-69;0;0;-69;0;-0,182;-1,511;1,859;
14:19:48:257;0;0;-68;0;0;-69;-0,195;-1,516;1,839;
14:19:48:412;0;-69;0;0;-69;0;-0,302;-1,529;1,737;
14:19:48:567;0;0;-68;0;0;-69;-0,482;-1,533;1,561;
14:19:48:722;0;-69;0;0;-69;0;-0,307;-1,520;1,736;
14:19:48:877;0;0;-68;0;0;-69;-0,165;-1,513;1,869;
14:19:49:033;0;-69;0;0;-69;0;-0,170;-1,513;1,858;
14:19:49:682;0;-69;0;0;-69;0;-0,185;-1,516;1,836;
14:19:49:804;0;0;-69;0;0;-69;-0,175;-1,517;1,844;
14:19:49:962;0;-69;0;0;-69;0;-0,207;-1,524;1,819;
14:19:50:114;0;0;-69;0;0;-69;-0,452;-1,529;1,592;
14:19:50:272;0;-70;0;0;-69;0;-0,241;-1,525;1,787;
14:19:50:427;0;0;-70;0;0;-69;-0,177;-1,515;1,854;
14:19:50:582;0;-70;0;0;-69;0;-0,134;-1,516;1,897;
14:19:50:737;0;0;-70;0;0;-69;-0,333;-1,527;1,705;
14:19:50:892;0;-70;0;0;-69;0;-0,416;-1,529;1,627;
14:19:51:047;0;0;-70;0;0;-69;-0,280;-1,526;1,759;
14:19:51:202;0;-70;0;0;-69;0;-0,221;-1,514;1,818;
14:19:51:357;0;0;-70;0;0;-69;-0,192;-1,515;1,851;
14:19:51:830;0;-70;0;0;-69;0;-0,353;-1,526;1,691;
14:19:51:977;0;0;-70;0;0;-69;-0,241;-1,517;1,796;
14:19:52:287;0;0;-70;0;0;-69;-0,328;-1,520;1,716;
14:19:52:442;0;-70;0;0;-69;0;-0,275;-1,529;1,763;
14:19:52:597;0;0;-70;0;0;-69;-0,257;-1,526;1,781;
14:19:52:752;0;-70;0;0;-69;0;-0,202;-1,520;1,831;
14:19:52:907;0;0;-70;0;0;-69;-0,298;-1,518;1,750;
14:19:53:062;0;-70;0;0;-69;0;-0,227;-1,524;1,816;
14:19:53:217;0;0;-70;0;0;-69;-0,302;-1,521;1,742;
14:19:53:372;0;-70;0;0;-69;0;-0,301;-1,522;1,744;
14:19:53:527;0;0;-70;0;0;-69;-0,176;-1,525;1,856;
14:19:53:682;0;-70;0;0;-69;0;-0,333;-1,519;1,705;
14:19:54:161;0;0;-70;0;0;-69;-0,196;-1,523;1,824;
14:19:54:305;0;-70;0;0;-69;0;-0,305;-1,520;1,729;
14:19:54:457;0;0;-70;0;0;-69;-0,226;-1,522;1,806;
14:19:55:087;0;0;-70;0;0;-69;-0,184;-1,517;1,837;
14:19:55:232;0;-71;0;0;-69;0;-0,210;-1,520;1,821;
14:19:55:387;0;0;-70;0;0;-69;-0,241;-1,521;1,794;
14:19:55:542;0;-71;0;0;-69;0;-0,331;-1,525;1,710;
14:19:55:697;0;0;-71;0;0;-69;-0,206;-1,521;1,836;
14:19:55:852;0;-71;0;0;-69;0;-0,235;-1,517;1,803;
14:19:56:007;0;0;-70;0;0;-69;-0,265;-1,522;1,786;
14:19:56:162;0;-69;0;0;-69;0;-0,370;-1,527;1,684;
14:19:56:317;0;0;-70;0;0;-69;-0,299;-1,522;1,744;
14:19:56:472;0;-71;0;0;-69;0;-0,214;-1,521;1,821;
14:19:56:627;0;0;-72;0;0;-70;-0,186;-1,517;1,841;
14:19:56:782;0;-71;0;0;-70;0;-0,197;-1,522;1,829;
14:19:57:407;0;-71;0;0;-70;0;-0,282;-1,520;1,770;
14:19:57:556;0;0;-70;0;0;-70;-0,212;-1,526;1,841;
14:19:57:711;0;-71;0;0;-70;0;-0,366;-1,523;1,694;
14:19:57:867;0;0;-70;0;0;-70;-0,268;-1,523;1,793;
14:19:58:022;0;-70;0;0;-70;0;-0,279;-1,521;1,774;
14:19:58:177;0;0;-70;0;0;-70;-0,149;-1,521;1,888;
14:19:58:332;0;-71;0;0;-70;0;-0,314;-1,524;1,732;
14:19:58:487;0;0;-70;0;0;-70;-0,302;-1,520;1,739;
14:19:58:642;0;-71;0;0;-70;0;-0,176;-1,522;1,859;
14:19:58:797;0;0;-71;0;0;-70;-0,339;-1,519;1,705;
14:19:58:952;0;-72;0;0;-70;0;-0,187;-1,527;1,847;
14:19:59:107;0;0;-71;0;0;-70;-0,297;-1,525;1,745;
14:19:59:577;0;-66;0;0;-70;0;-0,242;-1,513;1,761;
14:19:59:730;0;0;-64;0;0;-69;-0,071;-1,514;1,886;
14:19:59:884;0;-63;0;0;-69;0;-0,069;-1,529;1,834;
14:20:00:035;0;0;-62;0;0;-69;-0,562;-1,519;1,337;
14:20:00:187;0;-61;0;0;-69;0;0,036;-1,504;1,860;
14:20:00:347;0;0;-61;0;0;-69;-0,142;-1,519;1,666;
14:20:00:501;0;-60;0;0;-69;0;0,077;-1,520;1,847;
14:20:00:657;0;0;-60;0;0;-68;0,149;-1,515;1,882;
14:20:00:812;0;-60;0;0;-68;0;-0,054;-1,506;1,677;
14:20:00:967;0;0;-60;0;0;-68;0,089;-1,536;1,799;
14:20:01:121;0;-60;0;0;-68;0;0,027;-1,530;1,739;
14:20:01:277;0;0;-60;0;0;-67;0,055;-1,500;1,764;
14:20:01:435;0;-60;0;0;-67;0;0,176;-1,516;1,885;
14:20:01:896;0;0;-60;0;0;-67;0,151;-1,504;1,872;
14:20:02:051;0;-59;0;0;-66;0;-0,065;-1,519;1,675;
14:20:02:209;0;0;-59;0;0;-66;-0,045;-1,529;1,688;
14:20:02:361;0;-60;0;0;-66;0;0,127;-1,517;1,853;
14:20:02:520;0;0;-60;0;0;-66;0,032;-1,505;1,762;
14:20:02:671;0;-60;0;0;-65;0;-0,043;-1,526;1,693;
14:20:02:827;0;0;-60;0;0;-65;0,047;-1,527;1,777;
14:20:02:981;0;-60;0;0;-65;0;0,061;-1,506;1,788;
14:20:03:136;0;0;-60;0;0;-65;0,025;-1,516;1,752;
14:20:03:292;0;-60;0;0;-64;0;-0,058;-1,530;1,679;
14:20:03:446;0;0;-58;0;0;-64;-0,047;-1,517;1,681;
14:20:03:601;0;-60;0;0;-64;0;0,091;-1,508;1,805;
14:20:03:757;0;0;-60;0;0;-63;0,053;-1,522;1,766;
14:20:04:225;0;-60;0;0;-63;0;0,096;-1,517;1,803;
14:20:04:377;0;0;-59;0;0;-63;-0,070;-1,523;1,652;
14:20:05:013;0;0;-60;0;0;-62;-0,015;-1,521;1,719;
14:20:05:151;0;-60;0;0;-63;0;0,051;-1,514;1,782;
14:20:05:306;0;0;-59;0;0;-62;0,033;-1,515;1,768;
14:20:05:461;0;-60;0;0;-62;0;-0,040;-1,524;1,697;
14:20:05:617;0;0;-60;0;0;-61;0,032;-1,517;1,765;
14:20:05:772;0;-60;0;0;-62;0;0,026;-1,512;1,750;
14:20:05:927;0;0;-60;0;0;-61;0,000;-1,519;1,726;
14:20:06:081;0;-60;0;0;-61;0;0,048;-1,521;1,774;
14:20:06:237;0;0;-60;0;0;-60;0,024;-1,514;1,754;
14:20:06:391;0;-59;0;0;-61;0;0,042;-1,518;1,779;
14:20:06:547;0;0;-59;0;0;-60;0,021;-1,523;1,760;
14:20:06:701;0;-60;0;0;-60;0;0,031;-1,516;1,761;
14:20:06:856;0;0;-60;0;0;-59;0,021;-1,516;1,752;
14:20:07:339;0;-59;0;0;-60;0;0,063;-1,514;1,793;
14:20:07:478;0;0;-60;0;0;-59;0,042;-1,523;1,770;
14:20:07:631;0;-60;0;0;-59;0;-0,032;-1,520;1,697;
14:20:07:786;0;0;-60;0;0;-59;0,042;-1,514;1,765;
14:20:07:941;0;-60;0;0;-59;0;0,007;-1,518;1,740;
14:20:08:097;0;0;-60;0;0;-59;0,051;-1,522;1,776;
14:20:08:252;0;-60;0;0;-59;0;-0,008;-1,517;1,720;
14:20:08:406;0;0;-60;0;0;-59;0,008;-1,516;1,736;
14:20:08:561;0;-59;0;0;-59;0;0,066;-1,521;1,782;
14:20:08:717;0;0;-60;0;0;-59;0,015;-1,517;1,739;
14:20:08:871;0;-60;0;0;-59;0;0,068;-1,515;1,797;
14:20:09:026;0;0;-60;0;0;-59;-0,019;-1,521;1,719;
14:20:09:956;0;0;-60;0;0;-59;0,001;-1,514;1,728;
14:20:10:111;0;-60;0;0;-59;0;0,019;-1,518;1,740;
14:20:10:421;0;-60;0;0;-59;0;0,043;-1,515;1,758;
14:20:10:580;0;0;-60;0;0;-59;0,031;-1,519;1,763;
14:20:10:732;0;-60;0;0;-59;0;0,072;-1,520;1,799;
14:20:10:888;0;0;-60;0;0;-59;-0,029;-1,517;1,709;
14:20:11:041;0;-60;0;0;-59;0;0,036;-1,518;1,770;
14:20:11:196;0;0;-60;0;0;-59;0,029;-1,522;1,756;
14:20:11:506;0;0;-60;0;0;-59;0,037;-1,518;1,759;
14:20:11:661;0;-60;0;0;-59;0;0,039;-1,523;1,758;
14:20:11:814;0;0;-60;0;0;-59;0,047;-1,516;1,765;
14:20:12:297;0;-60;0;0;-59;0;-0,007;-1,519;1,695;
14:20:12:436;0;0;-60;0;0;-59;0,074;-1,515;1,779;
14:20:12:591;0;-60;0;0;-59;0;0,037;-1,520;1,749;
14:20:12:746;0;0;-60;0;0;-59;-0,015;-1,521;1,709;
14:20:12:901;0;-59;0;0;-59;0;0,075;-1,518;1,789;
14:20:13:056;0;0;-60;0;0;-59;0,068;-1,516;1,790;
14:20:13:211;0;-59;0;0;-59;0;-0,015;-1,522;1,712;
14:20:13:368;0;0;-60;0;0;-59;0,040;-1,519;1,763;
14:20:13:521;0;-60;0;0;-59;0;0,118;-1,513;1,831;
14:20:13:676;0;0;-60;0;0;-59;0,104;-1,518;1,819;
14:20:13:831;0;-60;0;0;-59;0;-0,014;-1,523;1,705;
14:20:13:986;0;0;-60;0;0;-59;0,028;-1,518;1,740;
14:20:14:455;0;-60;0;0;-59;0;-0,003;-1,518;1,723;
14:20:15:078;0;-60;0;0;-59;0;0,079;-1,515;1,788;
14:20:15:226;0;0;-60;0;0;-60;0,047;-1,515;1,750;
14:20:15:381;0;-60;0;0;-59;0;-0,024;-1,526;1,680;
14:20:15:536;0;0;-60;0;0;-60;-0,447;-1,504;1,305;
14:20:15:691;0;-59;0;0;-59;0;0,920;-1,491;2,540;
14:20:15:846;0;0;-57;0;0;-59;-0,615;-1,521;1,104;
14:20:16:001;0;-57;0;0;-59;0;-0,220;-1,506;1,441;
14:20:16:156;0;0;-56;0;0;-59;0,456;-1,502;2,007;
14:20:16:311;0;-56;0;0;-59;0;0,535;-1,504;2,027;
14:20:16:466;0;0;-56;0;0;-59;-0,200;-1,501;1,327;
14:20:16:621;0;-56;0;0;-59;0;0,092;-1,527;1,571;
14:20:16:776;0;0;-56;0;0;-59;0,603;-1,520;2,042;
14:20:16:934;0;-56;0;0;-59;0;0,274;-1,503;1,734;
14:20:17:398;0;0;-56;0;0;-59;0,435;-1,518;1,885;
14:20:17:551;0;-56;0;0;-58;0;0,178;-1,504;1,637;
14:20:17:706;0;0;-56;0;0;-58;0,169;-1,514;1,631;
14:20:17:861;0;-56;0;0;-58;0;0,354;-1,525;1,803;
14:20:18:016;0;0;-56;0;0;-58;0,328;-1,514;1,773;
14:20:18:326;0;0;-55;0;0;-58;0,220;-1,516;1,670;
14:20:18:481;0;-56;0;0;-58;0;0,410;-1,522;1,842;
14:20:18:636;0;0;-56;0;0;-58;0,363;-1,513;1,797;
14:20:18:791;0;-56;0;0;-58;0;0,199;-1,511;1,645;
14:20:18:946;0;0;-56;0;0;-58;0,166;-1,519;1,607;
14:20:19:101;0;-56;0;0;-58;0;0,311;-1,520;1,757;
14:20:19:577;0;0;-56;0;0;-57;0,246;-1,521;1,700;
14:20:19:721;0;-56;0;0;-57;0;0,308;-1,517;1,765;
14:20:19:876;0;0;-56;0;0;-57;0,226;-1,511;1,679;
14:20:20:034;0;-56;0;0;-57;0;0,243;-1,518;1,701;
14:20:20:185;0;0;-56;0;0;-57;0,236;-1,521;1,699;
14:20:20:341;0;-56;0;0;-57;0;0,329;-1,513;1,780;
14:20:20:496;0;0;-56;0;0;-57;0,255;-1,515;1,712;
14:20:20:651;0;-56;0;0;-57;0;0,173;-1,519;1,636;
14:20:20:806;0;0;-56;0;0;-57;0,245;-1,520;1,708;
14:20:20:961;0;-56;0;0;-57;0;0,277;-1,511;1,730;
14:20:21:120;0;0;-56;0;0;-56;0,298;-1,515;1,750;
14:20:21:271;0;-56;0;0;-57;0;0,282;-1,520;1,737;
14:20:21:426;0;0;-56;0;0;-56;0,271;-1,516;1,725;
14:20:21:914;0;-56;0;0;-56;0;0,235;-1,516;1,679;
14:20:22:046;0;0;-56;0;0;-56;0,293;-1,515;1,742;
14:20:22:201;0;-56;0;0;-56;0;0,221;-1,514;1,676;
14:20:22:357;0;0;-56;0;0;-56;0,260;-1,517;1,729;
14:20:22:511;0;-56;0;0;-56;0;0,260;-1,519;1,726;
14:20:22:670;0;0;-56;0;0;-56;0,244;-1,515;1,704;
14:20:22:821;0;-56;0;0;-56;0;0,258;-1,515;1,713;
14:20:22:976;0;0;-56;0;0;-55;0,234;-1,513;1,690;
14:20:23:131;0;-56;0;0;-56;0;0,195;-1,519;1,656;
14:20:23:286;0;0;-56;0;0;-55;0,226;-1,523;1,694;
14:20:23:441;0;-56;0;0;-56;0;0,233;-1,515;1,703;
14:20:23:596;0;0;-56;0;0;-55;0,164;-1,507;1,632;
14:20:23:751;0;-56;0;0;-56;0;0,190;-1,522;1,660;
14:20:24:225;0;0;-56;0;0;-55;0,212;-1,516;1,678;
14:20:24:371;0;-56;0;0;-56;0;0,238;-1,525;1,700;
14:20:25:011;0;-56;0;0;-56;0;0,292;-1,522;1,744;
14:20:25:146;0;0;-56;0;0;-55;0,235;-1,511;1,686;
14:20:25:301;0;-56;0;0;-56;0;0,244;-1,513;1,708;
14:20:25:456;0;0;-56;0;0;-55;0,235;-1,522;1,703;
14:20:25:610;0;-56;0;0;-56;0;0,260;-1,518;1,721;
14:20:25:766;0;0;-56;0;0;-55;0,293;-1,507;1,743;
14:20:25:921;0;-56;0;0;-56;0;0,230;-1,516;1,679;
14:20:26:076;0;0;-56;0;0;-56;0,256;-1,522;1,702;
14:20:26:231;0;-56;0;0;-56;0;0,309;-1,517;1,757;
14:20:26:386;0;0;-56;0;0;-56;0,257;-1,512;1,706;
14:20:26:541;0;-56;0;0;-56;0;0,332;-1,520;1,788;
14:20:26:851;0;-56;0;0;-56;0;0,246;-1,514;1,702;
