TIMESTAMP;RSSI NO ANTENNA;RSSI ANTENNA PCB;RSSI ANTENNA 3D;AVERAGE NO;AVERAGE PCB;AVERAGE 3D;ORIENTATION_X;ORIENTATION_Y;ORIENTATION_Z;
14:26:28:144;0;0;-61;0;0;-60;-0,697;-1,525;1,790;
14:26:28:299;0;-60;0;0;-60;0;-0,592;-1,525;1,894;
14:26:28:454;0;0;-61;0;0;-60;-0,631;-1,527;1,858;
14:26:28:609;0;-61;0;0;-60;0;-0,735;-1,526;1,750;
14:26:28:765;0;0;-60;0;0;-60;-0,658;-1,526;1,827;
14:26:29:074;0;0;-60;0;0;-60;-0,694;-1,524;1,785;
14:26:29:698;0;0;-61;0;0;-60;-0,692;-1,526;1,792;
14:26:29:852;0;-60;0;0;-60;0;-0,752;-1,527;1,741;
14:26:30:004;0;0;-61;0;0;-60;-0,734;-1,525;1,757;
14:26:30:159;0;-60;0;0;-60;0;-0,643;-1,527;1,844;
14:26:30:314;0;0;-61;0;0;-60;-0,679;-1,525;1,803;
14:26:30:469;0;-61;0;0;-60;0;-0,730;-1,528;1,745;
14:26:30:624;0;0;-61;0;0;-60;-0,608;-1,527;1,861;
14:26:30:779;0;-60;0;0;-60;0;-0,633;-1,525;1,835;
14:26:30:934;0;0;-61;0;0;-60;-0,721;-1,524;1,751;
14:26:31:089;0;-60;0;0;-60;0;-0,608;-1,523;1,857;
14:26:31:244;0;0;-61;0;0;-60;-0,567;-1,524;1,898;
14:26:31:399;0;-61;0;0;-60;0;-0,646;-1,524;1,829;
14:26:31:882;0;0;-60;0;0;-60;-0,747;-1,530;1,729;
14:26:32:019;0;-60;0;0;-60;0;-0,620;-1,523;1,857;
14:26:32:175;0;0;-60;0;0;-60;-0,564;-1,523;1,904;
14:26:32:329;0;-60;0;0;-60;0;-0,806;-1,526;1,669;
14:26:32:484;0;0;-61;0;0;-60;-0,961;-1,520;1,524;
14:26:32:639;0;-60;0;0;-60;0;-0,457;-1,510;2,004;
14:26:32:794;0;0;-62;0;0;-60;-0,444;-1,523;1,991;
14:26:32:949;0;-63;0;0;-60;0;-0,330;-1,520;2,055;
14:26:33:104;0;0;-65;0;0;-61;-0,502;-1,531;1,746;
14:26:33:259;0;-65;0;0;-60;0;-0,242;-1,515;1,985;
14:26:33:414;0;0;-66;0;0;-61;-0,116;-1,505;2,000;
14:26:33:569;0;-66;0;0;-61;0;-0,576;-1,522;1,640;
14:26:33:726;0;0;-66;0;0;-61;-0,279;-1,527;1,898;
14:26:34:191;0;-65;0;0;-61;0;-0,627;-1,533;1,495;
14:26:34:344;0;0;-66;0;0;-61;-0,506;-1,531;1,631;
14:26:34:499;0;-66;0;0;-61;0;-0,240;-1,517;1,900;
14:26:34:969;0;0;-65;0;0;-62;-0,635;-1,530;1,500;
14:26:35:119;0;-65;0;0;-61;0;-0,458;-1,530;1,680;
14:26:35:274;0;0;-64;0;0;-62;-0,278;-1,515;1,862;
14:26:35:429;0;-65;0;0;-62;0;-0,212;-1,509;1,935;
14:26:35:584;0;0;-64;0;0;-62;-0,311;-1,520;1,828;
14:26:35:739;0;-64;0;0;-62;0;-0,529;-1,530;1,605;
14:26:35:894;0;0;-64;0;0;-62;-0,454;-1,530;1,679;
14:26:36:049;0;-65;0;0;-62;0;-0,340;-1,516;1,801;
14:26:36:204;0;0;-64;0;0;-62;-0,205;-1,514;1,933;
14:26:36:359;0;-64;0;0;-62;0;-0,354;-1,522;1,786;
14:26:36:514;0;0;-64;0;0;-62;-0,457;-1,532;1,684;
14:26:36:669;0;-65;0;0;-62;0;-0,385;-1,525;1,755;
14:26:36:824;0;0;-64;0;0;-63;-0,271;-1,516;1,865;
14:26:37:292;0;-65;0;0;-63;0;-0,456;-1,530;1,666;
14:26:37:444;0;0;-65;0;0;-63;-0,386;-1,524;1,743;
14:26:37:599;0;-65;0;0;-63;0;-0,259;-1,518;1,879;
14:26:37:754;0;0;-65;0;0;-63;-0,295;-1,516;1,848;
14:26:37:909;0;-65;0;0;-63;0;-0,344;-1,524;1,793;
14:26:38:064;0;0;-65;0;0;-63;-0,452;-1,528;1,675;
14:26:38:219;0;-64;0;0;-63;0;-0,401;-1,524;1,720;
14:26:38:374;0;0;-65;0;0;-63;-0,306;-1,518;1,819;
14:26:38:529;0;-64;0;0;-63;0;-0,332;-1,517;1,803;
14:26:38:684;0;0;-64;0;0;-63;-0,424;-1,527;1,717;
14:26:38:838;0;-64;0;0;-64;0;-0,419;-1,525;1,723;
14:26:38:994;0;0;-64;0;0;-64;-0,355;-1,519;1,795;
14:26:39:149;0;-64;0;0;-64;0;-0,350;-1,516;1,801;
14:26:40:080;0;-63;0;0;-64;0;-0,359;-1,523;1,791;
14:26:40:233;0;0;-64;0;0;-64;-0,397;-1,524;1,762;
14:26:40:388;0;-64;0;0;-64;0;-0,400;-1,520;1,749;
14:26:40:543;0;0;-65;0;0;-64;-0,320;-1,520;1,819;
14:26:40:698;0;-64;0;0;-64;0;-0,291;-1,520;1,847;
14:26:40:853;0;0;-64;0;0;-64;-0,319;-1,523;1,824;
14:26:41:008;0;-63;0;0;-64;0;-0,353;-1,523;1,781;
14:26:41:163;0;0;-64;0;0;-64;-0,344;-1,522;1,796;
14:26:41:319;0;-65;0;0;-64;0;-0,313;-1,519;1,826;
14:26:41:473;0;0;-63;0;0;-64;-0,310;-1,521;1,821;
14:26:41:628;0;-65;0;0;-64;0;-0,389;-1,525;1,755;
14:26:41:783;0;0;-65;0;0;-64;-0,380;-1,524;1,762;
14:26:41:938;0;-65;0;0;-64;0;-0,364;-1,520;1,766;
14:26:42:418;0;0;-64;0;0;-64;-0,385;-1,525;1,757;
14:26:42:558;0;-65;0;0;-64;0;-0,380;-1,524;1,772;
14:26:42:713;0;0;-64;0;0;-64;-0,335;-1,519;1,812;
14:26:42:868;0;-65;0;0;-64;0;-0,326;-1,521;1,824;
14:26:43:024;0;0;-64;0;0;-64;-0,416;-1,524;1,743;
14:26:43:179;0;-64;0;0;-64;0;-0,356;-1,525;1,800;
14:26:43:333;0;0;-64;0;0;-64;-0,354;-1,522;1,799;
14:26:43:489;0;-65;0;0;-64;0;-0,343;-1,520;1,816;
14:26:43:644;0;0;-64;0;0;-64;-0,352;-1,521;1,802;
14:26:43:802;0;-64;0;0;-64;0;-0,360;-1,521;1,792;
14:26:43:953;0;0;-64;0;0;-64;-0,357;-1,522;1,809;
14:26:44:109;0;-64;0;0;-64;0;-0,359;-1,525;1,800;
14:26:44:754;0;-64;0;0;-64;0;-0,403;-1,532;1,748;
14:26:44:880;0;0;-64;0;0;-64;-0,561;-1,518;1,597;
14:26:45:042;0;-64;0;0;-64;0;-0,203;-1,512;1,953;
14:26:45:193;0;0;-64;0;0;-64;-0,329;-1,517;1,835;
14:26:45:351;0;-65;0;0;-64;0;-0,509;-1,524;1,644;
14:26:45:503;0;0;-64;0;0;-64;-0,333;-1,531;1,810;
14:26:45:661;0;-65;0;0;-64;0;-0,379;-1,517;1,765;
14:26:45:813;0;0;-64;0;0;-64;-0,141;-1,519;2,003;
14:26:45:968;0;-65;0;0;-64;0;-0,489;-1,519;1,656;
14:26:46:126;0;0;-64;0;0;-64;-0,419;-1,528;1,732;
14:26:46:278;0;-65;0;0;-64;0;-0,395;-1,525;1,757;
14:26:46:433;0;0;-65;0;0;-64;-0,442;-1,528;1,722;
14:26:46:912;0;-64;0;0;-64;0;-0,460;-1,527;1,707;
14:26:47:053;0;0;-64;0;0;-64;-0,511;-1,524;1,655;
14:26:47:212;0;-64;0;0;-64;0;-0,308;-1,523;1,854;
14:26:47:363;0;0;-64;0;0;-64;-0,469;-1,515;1,697;
14:26:47:518;0;-63;0;0;-64;0;-0,575;-1,518;1,588;
14:26:47:673;0;0;-63;0;0;-64;-0,303;-1,515;1,862;
14:26:47:828;0;-62;0;0;-64;0;-0,443;-1,534;1,692;
14:26:47:983;0;0;-61;0;0;-63;-0,419;-1,522;1,671;
14:26:48:293;0;0;-58;0;0;-63;-0,094;-1,498;1,848;
14:26:48:449;0;-58;0;0;-64;0;0,163;-1,535;2,045;
14:26:48:603;0;0;-57;0;0;-63;-0,284;-1,532;1,561;
14:26:48:758;0;-57;0;0;-63;0;0,050;-1,496;1,868;
14:26:49:231;0;0;-58;0;0;-62;0,016;-1,523;1,804;
14:26:49:378;0;-57;0;0;-63;0;0,047;-1,497;1,831;
14:26:50:017;0;-57;0;0;-62;0;0,015;-1,497;1,811;
14:26:50:153;0;0;-57;0;0;-62;0,012;-1,522;1,806;
14:26:50:311;0;-57;0;0;-62;0;-0,251;-1,536;1,531;
14:26:50:464;0;0;-57;0;0;-62;-0,030;-1,516;1,761;
14:26:50:619;0;-57;0;0;-62;0;0,062;-1,502;1,852;
14:26:50:773;0;0;-57;0;0;-61;-0,101;-1,523;1,694;
14:26:50:929;0;-57;0;0;-61;0;-0,121;-1,537;1,670;
14:26:51:083;0;0;-57;0;0;-61;-0,007;-1,515;1,777;
14:26:51:238;0;-57;0;0;-61;0;0,027;-1,503;1,800;
14:26:51:393;0;0;-57;0;0;-61;-0,051;-1,524;1,718;
14:26:51:548;0;-57;0;0;-60;0;-0,103;-1,530;1,666;
14:26:51:703;0;0;-57;0;0;-60;0,026;-1,512;1,792;
14:26:51:862;0;-57;0;0;-60;0;0,047;-1,509;1,808;
14:26:52:344;0;0;-57;0;0;-60;0,093;-1,508;1,848;
14:26:52:478;0;-57;0;0;-60;0;0,013;-1,514;1,775;
14:26:52:633;0;0;-57;0;0;-60;-0,088;-1,527;1,684;
14:26:52:788;0;-57;0;0;-59;0;-0,018;-1,522;1,756;
14:26:52:943;0;0;-57;0;0;-59;0,022;-1,507;1,801;
14:26:53:098;0;-57;0;0;-59;0;0,001;-1,517;1,777;
14:26:53:408;0;-57;0;0;-59;0;-0,017;-1,521;1,750;
14:26:53:563;0;0;-57;0;0;-59;0,061;-1,507;1,834;
14:26:53:718;0;-56;0;0;-58;0;-0,108;-1,518;1,664;
14:26:53:874;0;0;-56;0;0;-59;-0,028;-1,531;1,744;
14:26:54:028;0;-57;0;0;-58;0;-0,013;-1,515;1,759;
14:26:54:958;0;-56;0;0;-57;0;-0,117;-1,524;1,676;
14:26:55:113;0;0;-57;0;0;-58;-0,059;-1,524;1,730;
14:26:55:268;0;-57;0;0;-57;0;-0,028;-1,514;1,758;
14:26:55:423;0;0;-57;0;0;-58;-0,046;-1,514;1,754;
14:26:55:581;0;-57;0;0;-57;0;-0,025;-1,525;1,766;
14:26:55:733;0;0;-57;0;0;-57;-0,078;-1,522;1,713;
14:26:55:888;0;-57;0;0;-56;0;0,008;-1,510;1,804;
14:26:56:043;0;0;-57;0;0;-57;-0,011;-1,517;1,787;
14:26:56:198;0;-56;0;0;-56;0;-0,141;-1,529;1,664;
14:26:56:353;0;0;-57;0;0;-57;0,035;-1,519;1,835;
14:26:56:508;0;-56;0;0;-56;0;0,002;-1,511;1,788;
14:26:56:663;0;0;-56;0;0;-57;-0,060;-1,523;1,715;
14:26:56:818;0;-56;0;0;-56;0;-0,003;-1,525;1,768;
14:26:57:286;0;0;-57;0;0;-56;0,006;-1,524;1,783;
14:26:57:438;0;-55;0;0;-56;0;-0,054;-1,520;1,718;
14:26:57:594;0;0;-57;0;0;-56;0,034;-1,512;1,812;
14:26:57:745;0;-56;0;0;-56;0;-0,079;-1,517;1,700;
14:26:57:906;0;0;-57;0;0;-56;-0,046;-1,522;1,724;
14:26:58:058;0;-56;0;0;-56;0;0,027;-1,519;1,795;
14:26:58:213;0;0;-56;0;0;-56;-0,015;-1,513;1,743;
14:26:58:523;0;0;-57;0;0;-56;-0,020;-1,522;1,746;
14:26:58:678;0;-57;0;0;-56;0;-0,011;-1,515;1,759;
14:26:58:833;0;0;-57;0;0;-56;-0,001;-1,519;1,785;
14:26:58:988;0;-57;0;0;-56;0;-0,027;-1,523;1,768;
14:27:00:228;0;-56;0;0;-56;0;0,025;-1,515;1,797;
14:27:00:383;0;0;-57;0;0;-56;-0,017;-1,517;1,746;
14:27:00:538;0;-56;0;0;-56;0;-0,025;-1,523;1,739;
14:27:00:693;0;0;-57;0;0;-56;0,015;-1,518;1,789;
14:27:00:848;0;-56;0;0;-56;0;-0,019;-1,513;1,763;
14:27:01:003;0;0;-57;0;0;-56;-0,033;-1,517;1,748;
14:27:01:158;0;-57;0;0;-56;0;-0,022;-1,520;1,758;
14:27:01:319;0;0;-57;0;0;-56;-0,153;-1,520;1,628;
14:27:01:468;0;-57;0;0;-56;0;0,038;-1,521;1,824;
14:27:01:620;0;0;-57;0;0;-56;-0,037;-1,514;1,754;
14:27:01:775;0;-56;0;0;-56;0;-0,062;-1,517;1,737;
14:27:01:933;0;0;-57;0;0;-56;-0,017;-1,527;1,775;
14:27:02:088;0;-56;0;0;-56;0;0,052;-1,518;1,840;
14:27:02:572;0;0;-56;0;0;-56;-0,521;-1,501;1,259;
14:27:02:708;0;-55;0;0;-56;0;0,835;-1,511;2,585;
14:27:02:861;0;0;-55;0;0;-56;-0,514;-1,502;1,194;
14:27:03:018;0;-54;0;0;-56;0;-0,162;-1,508;1,492;
14:27:03:173;0;0;-53;0;0;-56;0,960;-1,501;2,548;
14:27:03:328;0;-53;0;0;-55;0;0,227;-1,521;1,760;
14:27:03:638;0;-53;0;0;-55;0;0,353;-1,502;1,784;
14:27:03:793;0;0;-53;0;0;-56;0,464;-1,508;1,876;
14:27:03:951;0;-52;0;0;-55;0;0,198;-1,539;1,598;
14:27:04:103;0;0;-52;0;0;-56;0,072;-1,515;1,483;
14:27:04:258;0;-52;0;0;-55;0;0,305;-1,498;1,721;
14:27:04:900;0;-53;0;0;-55;0;0,240;-1,504;1,659;
14:27:05:032;0;0;-53;0;0;-55;0,440;-1,523;1,857;
14:27:05:188;0;-52;0;0;-54;0;0,300;-1,527;1,705;
14:27:05:343;0;0;-52;0;0;-55;0,264;-1,507;1,663;
14:27:05:498;0;-52;0;0;-54;0;0,354;-1,507;1,750;
14:27:05:653;0;0;-52;0;0;-55;0,376;-1,530;1,780;
14:27:05:808;0;-52;0;0;-54;0;0,236;-1,522;1,640;
14:27:05:962;0;0;-52;0;0;-55;0,231;-1,504;1,637;
14:27:06:117;0;-52;0;0;-54;0;0,239;-1,516;1,651;
14:27:06:273;0;0;-53;0;0;-55;0,349;-1,529;1,761;
14:27:06:428;0;-52;0;0;-54;0;0,281;-1,510;1,693;
14:27:06:586;0;0;-53;0;0;-54;0,296;-1,509;1,698;
14:27:07:060;0;-52;0;0;-53;0;0,304;-1,508;1,714;
14:27:07:202;0;0;-52;0;0;-54;0,252;-1,514;1,666;
14:27:07:358;0;-52;0;0;-53;0;0,235;-1,524;1,654;
14:27:07:513;0;0;-52;0;0;-54;0,300;-1,514;1,702;
14:27:07:668;0;-52;0;0;-53;0;0,304;-1,510;1,693;
14:27:07:823;0;0;-52;0;0;-54;0,266;-1,519;1,656;
14:27:07:978;0;-52;0;0;-53;0;0,325;-1,521;1,711;
14:27:08:136;0;0;-53;0;0;-53;0,377;-1,510;1,770;
14:27:08:288;0;-53;0;0;-53;0;0,323;-1,514;1,728;
14:27:08:443;0;0;-53;0;0;-53;0,317;-1,525;1,721;
14:27:08:752;0;0;-52;0;0;-53;0,315;-1,509;1,724;
14:27:09:388;0;0;-53;0;0;-53;0,304;-1,516;1,707;
14:27:10:009;0;0;-53;0;0;-53;0,272;-1,518;1,664;
14:27:10:149;0;-52;0;0;-52;0;0,271;-1,521;1,679;
14:27:10:302;0;0;-52;0;0;-52;0,297;-1,511;1,704;
14:27:10:458;0;-52;0;0;-52;0;0,295;-1,513;1,707;
14:27:10:612;0;0;-52;0;0;-52;0,292;-1,521;1,699;
14:27:10:767;0;-52;0;0;-52;0;0,302;-1,515;1,694;
14:27:10:923;0;0;-52;0;0;-52;0,298;-1,513;1,691;
14:27:11:077;0;-52;0;0;-52;0;0,280;-1,517;1,672;
14:27:11:232;0;0;-52;0;0;-52;0,331;-1,517;1,717;
14:27:11:387;0;-52;0;0;-52;0;0,320;-1,511;1,695;
14:27:11:542;0;0;-52;0;0;-52;0,318;-1,516;1,688;
14:27:11:697;0;-52;0;0;-52;0;0,280;-1,521;1,660;
14:27:11:852;0;0;-53;0;0;-52;0,316;-1,513;1,690;
14:27:12:333;0;-52;0;0;-52;0;0,313;-1,520;1,677;
14:27:12:468;0;0;-52;0;0;-52;0,325;-1,513;1,691;
14:27:12:628;0;-52;0;0;-52;0;0,342;-1,516;1,715;
14:27:12:782;0;0;-53;0;0;-52;0,298;-1,520;1,687;
14:27:12:937;0;-53;0;0;-52;0;0,292;-1,514;1,692;
14:27:13:092;0;0;-53;0;0;-52;0,295;-1,516;1,697;
14:27:13:402;0;0;-52;0;0;-52;0,261;-1,518;1,674;
14:27:13:557;0;-52;0;0;-52;0;0,288;-1,516;1,707;
14:27:13:712;0;0;-52;0;0;-52;0,271;-1,518;1,701;
14:27:13:867;0;-52;0;0;-52;0;0,272;-1,517;1,680;
14:27:14:022;0;0;-52;0;0;-52;0,272;-1,517;1,680;
14:27:14:952;0;0;-52;0;0;-52;0,303;-1,517;1,671;
14:27:15:108;0;-52;0;0;-52;0;0,327;-1,515;1,703;
14:27:15:262;0;0;-52;0;0;-52;0,341;-1,516;1,715;
14:27:15:417;0;-52;0;0;-52;0;0,305;-1,519;1,694;
14:27:15:572;0;0;-52;0;0;-52;0,292;-1,515;1,686;
14:27:15:727;0;-52;0;0;-52;0;0,315;-1,514;1,710;
14:27:15:882;0;0;-52;0;0;-52;0,359;-1,516;1,754;
14:27:16:037;0;-52;0;0;-52;0;0,354;-1,514;1,749;
14:27:16:192;0;0;-52;0;0;-52;0,264;-1,515;1,659;
14:27:16:347;0;-52;0;0;-52;0;0,261;-1,517;1,662;
